Created Pattern  ##     N   immr  imms
ffffff9fffffff9f 02 --  0    19    1d
ffffff9fffffff9f 02 --  0    39    1d
ffffff9fffffffff 01 --  1    19    3d
ffffffbfffffffbf 02 --  0    19    1e
ffffffbfffffffbf 02 --  0    39    1e
ffffffbfffffffff 01 --  1    19    3e
ffffffc000000000 01 --  1    1a    19
ffffffc000000001 01 --  1    1a    1a
ffffffc000000003 01 --  1    1a    1b
ffffffc000000007 01 --  1    1a    1c
ffffffc00000000f 01 --  1    1a    1d
ffffffc00000001f 01 --  1    1a    1e
ffffffc00000003f 01 --  1    1a    1f
ffffffc00000007f 01 --  1    1a    20
ffffffc0000000ff 01 --  1    1a    21
ffffffc0000001ff 01 --  1    1a    22
ffffffc0000003ff 01 --  1    1a    23
ffffffc0000007ff 01 --  1    1a    24
ffffffc000000fff 01 --  1    1a    25
ffffffc000001fff 01 --  1    1a    26
ffffffc000003fff 01 --  1    1a    27
ffffffc000007fff 01 --  1    1a    28
ffffffc00000ffff 01 --  1    1a    29
ffffffc00001ffff 01 --  1    1a    2a
ffffffc00003ffff 01 --  1    1a    2b
ffffffc00007ffff 01 --  1    1a    2c
ffffffc0000fffff 01 --  1    1a    2d
ffffffc0001fffff 01 --  1    1a    2e
ffffffc0003fffff 01 --  1    1a    2f
ffffffc0007fffff 01 --  1    1a    30
ffffffc000ffffff 01 --  1    1a    31
ffffffc001ffffff 01 --  1    1a    32
ffffffc003ffffff 01 --  1    1a    33
ffffffc007ffffff 01 --  1    1a    34
ffffffc00fffffff 01 --  1    1a    35
ffffffc01fffffff 01 --  1    1a    36
ffffffc03fffffff 01 --  1    1a    37
ffffffc07fffffff 01 --  1    1a    38
ffffffc0ffffffc0 02 --  0    1a    19
ffffffc0ffffffc0 02 --  0    3a    19
ffffffc0ffffffff 01 --  1    1a    39
ffffffc1ffffffc1 02 --  0    1a    1a
ffffffc1ffffffc1 02 --  0    3a    1a
ffffffc1ffffffff 01 --  1    1a    3a
ffffffc3ffffffc3 02 --  0    1a    1b
ffffffc3ffffffc3 02 --  0    3a    1b
ffffffc3ffffffff 01 --  1    1a    3b
ffffffc7ffffffc7 02 --  0    1a    1c
ffffffc7ffffffc7 02 --  0    3a    1c
ffffffc7ffffffff 01 --  1    1a    3c
ffffffcfffffffcf 02 --  0    1a    1d
ffffffcfffffffcf 02 --  0    3a    1d
ffffffcfffffffff 01 --  1    1a    3d
ffffffdfffffffdf 02 --  0    1a    1e
ffffffdfffffffdf 02 --  0    3a    1e
ffffffdfffffffff 01 --  1    1a    3e
ffffffe000000000 01 --  1    1b    1a
ffffffe000000001 01 --  1    1b    1b
ffffffe000000003 01 --  1    1b    1c
ffffffe000000007 01 --  1    1b    1d
ffffffe00000000f 01 --  1    1b    1e
ffffffe00000001f 01 --  1    1b    1f
ffffffe00000003f 01 --  1    1b    20
ffffffe00000007f 01 --  1    1b    21
ffffffe0000000ff 01 --  1    1b    22
ffffffe0000001ff 01 --  1    1b    23
ffffffe0000003ff 01 --  1    1b    24
ffffffe0000007ff 01 --  1    1b    25
ffffffe000000fff 01 --  1    1b    26
ffffffe000001fff 01 --  1    1b    27
ffffffe000003fff 01 --  1    1b    28
ffffffe000007fff 01 --  1    1b    29
ffffffe00000ffff 01 --  1    1b    2a
ffffffe00001ffff 01 --  1    1b    2b
ffffffe00003ffff 01 --  1    1b    2c
ffffffe00007ffff 01 --  1    1b    2d
ffffffe0000fffff 01 --  1    1b    2e
ffffffe0001fffff 01 --  1    1b    2f
ffffffe0003fffff 01 --  1    1b    30
ffffffe0007fffff 01 --  1    1b    31
ffffffe000ffffff 01 --  1    1b    32
ffffffe001ffffff 01 --  1    1b    33
ffffffe003ffffff 01 --  1    1b    34
ffffffe007ffffff 01 --  1    1b    35
ffffffe00fffffff 01 --  1    1b    36
ffffffe01fffffff 01 --  1    1b    37
ffffffe03fffffff 01 --  1    1b    38
ffffffe07fffffff 01 --  1    1b    39
ffffffe0ffffffe0 02 --  0    1b    1a
ffffffe0ffffffe0 02 --  0    3b    1a
ffffffe0ffffffff 01 --  1    1b    3a
ffffffe1ffffffe1 02 --  0    1b    1b
ffffffe1ffffffe1 02 --  0    3b    1b
ffffffe1ffffffff 01 --  1    1b    3b
ffffffe3ffffffe3 02 --  0    1b    1c
ffffffe3ffffffe3 02 --  0    3b    1c
ffffffe3ffffffff 01 --  1    1b    3c
ffffffe7ffffffe7 02 --  0    1b    1d
ffffffe7ffffffe7 02 --  0    3b    1d
ffffffe7ffffffff 01 --  1    1b    3d
ffffffefffffffef 02 --  0    1b    1e
ffffffefffffffef 02 --  0    3b    1e
ffffffefffffffff 01 --  1    1b    3e
fffffff000000000 01 --  1    1c    1b
fffffff000000001 01 --  1    1c    1c
fffffff000000003 01 --  1    1c    1d
fffffff000000007 01 --  1    1c    1e
fffffff00000000f 01 --  1    1c    1f
fffffff00000001f 01 --  1    1c    20
fffffff00000003f 01 --  1    1c    21
fffffff00000007f 01 --  1    1c    22
fffffff0000000ff 01 --  1    1c    23
fffffff0000001ff 01 --  1    1c    24
fffffff0000003ff 01 --  1    1c    25
fffffff0000007ff 01 --  1    1c    26
fffffff000000fff 01 --  1    1c    27
fffffff000001fff 01 --  1    1c    28
fffffff000003fff 01 --  1    1c    29
fffffff000007fff 01 --  1    1c    2a
fffffff00000ffff 01 --  1    1c    2b
fffffff00001ffff 01 --  1    1c    2c
fffffff00003ffff 01 --  1    1c    2d
fffffff00007ffff 01 --  1    1c    2e
fffffff0000fffff 01 --  1    1c    2f
fffffff0001fffff 01 --  1    1c    30
fffffff0003fffff 01 --  1    1c    31
fffffff0007fffff 01 --  1    1c    32
fffffff000ffffff 01 --  1    1c    33
fffffff001ffffff 01 --  1    1c    34
fffffff003ffffff 01 --  1    1c    35
fffffff007ffffff 01 --  1    1c    36
fffffff00fffffff 01 --  1    1c    37
fffffff01fffffff 01 --  1    1c    38
fffffff03fffffff 01 --  1    1c    39
fffffff07fffffff 01 --  1    1c    3a
fffffff0fffffff0 02 --  0    1c    1b
fffffff0fffffff0 02 --  0    3c    1b
fffffff0ffffffff 01 --  1    1c    3b
fffffff1fffffff1 02 --  0    1c    1c
fffffff1fffffff1 02 --  0    3c    1c
fffffff1ffffffff 01 --  1    1c    3c
fffffff3fffffff3 02 --  0    1c    1d
fffffff3fffffff3 02 --  0    3c    1d
fffffff3ffffffff 01 --  1    1c    3d
fffffff7fffffff7 02 --  0    1c    1e
fffffff7fffffff7 02 --  0    3c    1e
fffffff7ffffffff 01 --  1    1c    3e
fffffff800000000 01 --  1    1d    1c
fffffff800000001 01 --  1    1d    1d
fffffff800000003 01 --  1    1d    1e
fffffff800000007 01 --  1    1d    1f
fffffff80000000f 01 --  1    1d    20
fffffff80000001f 01 --  1    1d    21
fffffff80000003f 01 --  1    1d    22
fffffff80000007f 01 --  1    1d    23
fffffff8000000ff 01 --  1    1d    24
fffffff8000001ff 01 --  1    1d    25
fffffff8000003ff 01 --  1    1d    26
fffffff8000007ff 01 --  1    1d    27
fffffff800000fff 01 --  1    1d    28
fffffff800001fff 01 --  1    1d    29
fffffff800003fff 01 --  1    1d    2a
fffffff800007fff 01 --  1    1d    2b
fffffff80000ffff 01 --  1    1d    2c
fffffff80001ffff 01 --  1    1d    2d
fffffff80003ffff 01 --  1    1d    2e
fffffff80007ffff 01 --  1    1d    2f
fffffff8000fffff 01 --  1    1d    30
fffffff8001fffff 01 --  1    1d    31
fffffff8003fffff 01 --  1    1d    32
fffffff8007fffff 01 --  1    1d    33
fffffff800ffffff 01 --  1    1d    34
fffffff801ffffff 01 --  1    1d    35
fffffff803ffffff 01 --  1    1d    36
fffffff807ffffff 01 --  1    1d    37
fffffff80fffffff 01 --  1    1d    38
fffffff81fffffff 01 --  1    1d    39
fffffff83fffffff 01 --  1    1d    3a
fffffff87fffffff 01 --  1    1d    3b
fffffff8fffffff8 02 --  0    1d    1c
fffffff8fffffff8 02 --  0    3d    1c
fffffff8ffffffff 01 --  1    1d    3c
fffffff9fffffff9 02 --  0    1d    1d
fffffff9fffffff9 02 --  0    3d    1d
fffffff9ffffffff 01 --  1    1d    3d
fffffffbfffffffb 02 --  0    1d    1e
fffffffbfffffffb 02 --  0    3d    1e
fffffffbffffffff 01 --  1    1d    3e
fffffffc00000000 01 --  1    1e    1d
fffffffc00000001 01 --  1    1e    1e
fffffffc00000003 01 --  1    1e    1f
fffffffc00000007 01 --  1    1e    20
fffffffc0000000f 01 --  1    1e    21
fffffffc0000001f 01 --  1    1e    22
fffffffc0000003f 01 --  1    1e    23
fffffffc0000007f 01 --  1    1e    24
fffffffc000000ff 01 --  1    1e    25
fffffffc000001ff 01 --  1    1e    26
fffffffc000003ff 01 --  1    1e    27
fffffffc000007ff 01 --  1    1e    28
fffffffc00000fff 01 --  1    1e    29
fffffffc00001fff 01 --  1    1e    2a
fffffffc00003fff 01 --  1    1e    2b
fffffffc00007fff 01 --  1    1e    2c
fffffffc0000ffff 01 --  1    1e    2d
fffffffc0001ffff 01 --  1    1e    2e
fffffffc0003ffff 01 --  1    1e    2f
fffffffc0007ffff 01 --  1    1e    30
fffffffc000fffff 01 --  1    1e    31
fffffffc001fffff 01 --  1    1e    32
fffffffc003fffff 01 --  1    1e    33
fffffffc007fffff 01 --  1    1e    34
fffffffc00ffffff 01 --  1    1e    35
fffffffc01ffffff 01 --  1    1e    36
fffffffc03ffffff 01 --  1    1e    37
fffffffc07ffffff 01 --  1    1e    38
fffffffc0fffffff 01 --  1    1e    39
fffffffc1fffffff 01 --  1    1e    3a
fffffffc3fffffff 01 --  1    1e    3b
fffffffc7fffffff 01 --  1    1e    3c
fffffffcfffffffc 02 --  0    1e    1d
fffffffcfffffffc 02 --  0    3e    1d
fffffffcffffffff 01 --  1    1e    3d
fffffffdfffffffd 02 --  0    1e    1e
fffffffdfffffffd 02 --  0    3e    1e
fffffffdffffffff 01 --  1    1e    3e
fffffffe00000000 01 --  1    1f    1e
fffffffe00000001 01 --  1    1f    1f
fffffffe00000003 01 --  1    1f    20
fffffffe00000007 01 --  1    1f    21
fffffffe0000000f 01 --  1    1f    22
fffffffe0000001f 01 --  1    1f    23
fffffffe0000003f 01 --  1    1f    24
fffffffe0000007f 01 --  1    1f    25
fffffffe000000ff 01 --  1    1f    26
fffffffe000001ff 01 --  1    1f    27
fffffffe000003ff 01 --  1    1f    28
fffffffe000007ff 01 --  1    1f    29
fffffffe00000fff 01 --  1    1f    2a
fffffffe00001fff 01 --  1    1f    2b
fffffffe00003fff 01 --  1    1f    2c
fffffffe00007fff 01 --  1    1f    2d
fffffffe0000ffff 01 --  1    1f    2e
fffffffe0001ffff 01 --  1    1f    2f
fffffffe0003ffff 01 --  1    1f    30
fffffffe0007ffff 01 --  1    1f    31
fffffffe000fffff 01 --  1    1f    32
fffffffe001fffff 01 --  1    1f    33
fffffffe003fffff 01 --  1    1f    34
fffffffe007fffff 01 --  1    1f    35
fffffffe00ffffff 01 --  1    1f    36
fffffffe01ffffff 01 --  1    1f    37
fffffffe03ffffff 01 --  1    1f    38
fffffffe07ffffff 01 --  1    1f    39
fffffffe0fffffff 01 --  1    1f    3a
fffffffe1fffffff 01 --  1    1f    3b
fffffffe3fffffff 01 --  1    1f    3c
fffffffe7fffffff 01 --  1    1f    3d
fffffffefffffffe 02 --  0    1f    1e
fffffffefffffffe 02 --  0    3f    1e
fffffffeffffffff 01 --  1    1f    3e
ffffffff00000000 01 --  1    20    1f
ffffffff00000001 01 --  1    20    20
ffffffff00000003 01 --  1    20    21
ffffffff00000007 01 --  1    20    22
ffffffff0000000f 01 --  1    20    23
ffffffff0000001f 01 --  1    20    24
ffffffff0000003f 01 --  1    20    25
ffffffff0000007f 01 --  1    20    26
ffffffff000000ff 01 --  1    20    27
ffffffff000001ff 01 --  1    20    28
ffffffff000003ff 01 --  1    20    29
ffffffff000007ff 01 --  1    20    2a
ffffffff00000fff 01 --  1    20    2b
ffffffff00001fff 01 --  1    20    2c
ffffffff00003fff 01 --  1    20    2d
ffffffff00007fff 01 --  1    20    2e
ffffffff0000ffff 01 --  1    20    2f
ffffffff0001ffff 01 --  1    20    30
ffffffff0003ffff 01 --  1    20    31
ffffffff0007ffff 01 --  1    20    32
ffffffff000fffff 01 --  1    20    33
ffffffff001fffff 01 --  1    20    34
ffffffff003fffff 01 --  1    20    35
ffffffff007fffff 01 --  1    20    36
ffffffff00ffffff 01 --  1    20    37
ffffffff01ffffff 01 --  1    20    38
ffffffff03ffffff 01 --  1    20    39
ffffffff07ffffff 01 --  1    20    3a
ffffffff0fffffff 01 --  1    20    3b
ffffffff1fffffff 01 --  1    20    3c
ffffffff3fffffff 01 --  1    20    3d
ffffffff7fffffff 01 --  1    20    3e
ffffffff80000000 01 --  1    21    20
ffffffff80000001 01 --  1    21    21
ffffffff80000003 01 --  1    21    22
ffffffff80000007 01 --  1    21    23
ffffffff8000000f 01 --  1    21    24
ffffffff8000001f 01 --  1    21    25
ffffffff8000003f 01 --  1    21    26
ffffffff8000007f 01 --  1    21    27
ffffffff800000ff 01 --  1    21    28
ffffffff800001ff 01 --  1    21    29
ffffffff800003ff 01 --  1    21    2a
ffffffff800007ff 01 --  1    21    2b
ffffffff80000fff 01 --  1    21    2c
ffffffff80001fff 01 --  1    21    2d
ffffffff80003fff 01 --  1    21    2e
ffffffff80007fff 01 --  1    21    2f
ffffffff8000ffff 01 --  1    21    30
ffffffff8001ffff 01 --  1    21    31
ffffffff8003ffff 01 --  1    21    32
ffffffff8007ffff 01 --  1    21    33
ffffffff800fffff 01 --  1    21    34
ffffffff801fffff 01 --  1    21    35
ffffffff803fffff 01 --  1    21    36
ffffffff807fffff 01 --  1    21    37
ffffffff80ffffff 01 --  1    21    38
ffffffff81ffffff 01 --  1    21    39
ffffffff83ffffff 01 --  1    21    3a
ffffffff87ffffff 01 --  1    21    3b
ffffffff8fffffff 01 --  1    21    3c
ffffffff9fffffff 01 --  1    21    3d
ffffffffbfffffff 01 --  1    21    3e
ffffffffc0000000 01 --  1    22    21
ffffffffc0000001 01 --  1    22    22
ffffffffc0000003 01 --  1    22    23
ffffffffc0000007 01 --  1    22    24
ffffffffc000000f 01 --  1    22    25
ffffffffc000001f 01 --  1    22    26
ffffffffc000003f 01 --  1    22    27
ffffffffc000007f 01 --  1    22    28
ffffffffc00000ff 01 --  1    22    29
ffffffffc00001ff 01 --  1    22    2a
ffffffffc00003ff 01 --  1    22    2b
ffffffffc00007ff 01 --  1    22    2c
ffffffffc0000fff 01 --  1    22    2d
ffffffffc0001fff 01 --  1    22    2e
ffffffffc0003fff 01 --  1    22    2f
ffffffffc0007fff 01 --  1    22    30
ffffffffc000ffff 01 --  1    22    31
ffffffffc001ffff 01 --  1    22    32
ffffffffc003ffff 01 --  1    22    33
ffffffffc007ffff 01 --  1    22    34
ffffffffc00fffff 01 --  1    22    35
ffffffffc01fffff 01 --  1    22    36
ffffffffc03fffff 01 --  1    22    37
ffffffffc07fffff 01 --  1    22    38
ffffffffc0ffffff 01 --  1    22    39
ffffffffc1ffffff 01 --  1    22    3a
ffffffffc3ffffff 01 --  1    22    3b
ffffffffc7ffffff 01 --  1    22    3c
ffffffffcfffffff 01 --  1    22    3d
ffffffffdfffffff 01 --  1    22    3e
ffffffffe0000000 01 --  1    23    22
ffffffffe0000001 01 --  1    23    23
ffffffffe0000003 01 --  1    23    24
ffffffffe0000007 01 --  1    23    25
ffffffffe000000f 01 --  1    23    26
ffffffffe000001f 01 --  1    23    27
ffffffffe000003f 01 --  1    23    28
ffffffffe000007f 01 --  1    23    29
ffffffffe00000ff 01 --  1    23    2a
ffffffffe00001ff 01 --  1    23    2b
ffffffffe00003ff 01 --  1    23    2c
ffffffffe00007ff 01 --  1    23    2d
ffffffffe0000fff 01 --  1    23    2e
ffffffffe0001fff 01 --  1    23    2f
ffffffffe0003fff 01 --  1    23    30
ffffffffe0007fff 01 --  1    23    31
ffffffffe000ffff 01 --  1    23    32
ffffffffe001ffff 01 --  1    23    33
ffffffffe003ffff 01 --  1    23    34
ffffffffe007ffff 01 --  1    23    35
ffffffffe00fffff 01 --  1    23    36
ffffffffe01fffff 01 --  1    23    37
ffffffffe03fffff 01 --  1    23    38
ffffffffe07fffff 01 --  1    23    39
ffffffffe0ffffff 01 --  1    23    3a
ffffffffe1ffffff 01 --  1    23    3b
ffffffffe3ffffff 01 --  1    23    3c
ffffffffe7ffffff 01 --  1    23    3d
ffffffffefffffff 01 --  1    23    3e
fffffffff0000000 01 --  1    24    23
fffffffff0000001 01 --  1    24    24
fffffffff0000003 01 --  1    24    25
fffffffff0000007 01 --  1    24    26
fffffffff000000f 01 --  1    24    27
fffffffff000001f 01 --  1    24    28
fffffffff000003f 01 --  1    24    29
fffffffff000007f 01 --  1    24    2a
fffffffff00000ff 01 --  1    24    2b
fffffffff00001ff 01 --  1    24    2c
fffffffff00003ff 01 --  1    24    2d
fffffffff00007ff 01 --  1    24    2e
fffffffff0000fff 01 --  1    24    2f
fffffffff0001fff 01 --  1    24    30
fffffffff0003fff 01 --  1    24    31
fffffffff0007fff 01 --  1    24    32
fffffffff000ffff 01 --  1    24    33
fffffffff001ffff 01 --  1    24    34
fffffffff003ffff 01 --  1    24    35
fffffffff007ffff 01 --  1    24    36
fffffffff00fffff 01 --  1    24    37
fffffffff01fffff 01 --  1    24    38
fffffffff03fffff 01 --  1    24    39
fffffffff07fffff 01 --  1    24    3a
fffffffff0ffffff 01 --  1    24    3b
fffffffff1ffffff 01 --  1    24    3c
fffffffff3ffffff 01 --  1    24    3d
fffffffff7ffffff 01 --  1    24    3e
fffffffff8000000 01 --  1    25    24
fffffffff8000001 01 --  1    25    25
fffffffff8000003 01 --  1    25    26
fffffffff8000007 01 --  1    25    27
fffffffff800000f 01 --  1    25    28
fffffffff800001f 01 --  1    25    29
fffffffff800003f 01 --  1    25    2a
fffffffff800007f 01 --  1    25    2b
fffffffff80000ff 01 --  1    25    2c
fffffffff80001ff 01 --  1    25    2d
fffffffff80003ff 01 --  1    25    2e
fffffffff80007ff 01 --  1    25    2f
fffffffff8000fff 01 --  1    25    30
fffffffff8001fff 01 --  1    25    31
fffffffff8003fff 01 --  1    25    32
fffffffff8007fff 01 --  1    25    33
fffffffff800ffff 01 --  1    25    34
fffffffff801ffff 01 --  1    25    35
fffffffff803ffff 01 --  1    25    36
fffffffff807ffff 01 --  1    25    37
fffffffff80fffff 01 --  1    25    38
fffffffff81fffff 01 --  1    25    39
fffffffff83fffff 01 --  1    25    3a
fffffffff87fffff 01 --  1    25    3b
fffffffff8ffffff 01 --  1    25    3c
fffffffff9ffffff 01 --  1    25    3d
fffffffffbffffff 01 --  1    25    3e
fffffffffc000000 01 --  1    26    25
fffffffffc000001 01 --  1    26    26
fffffffffc000003 01 --  1    26    27
fffffffffc000007 01 --  1    26    28
fffffffffc00000f 01 --  1    26    29
fffffffffc00001f 01 --  1    26    2a
fffffffffc00003f 01 --  1    26    2b
fffffffffc00007f 01 --  1    26    2c
fffffffffc0000ff 01 --  1    26    2d
fffffffffc0001ff 01 --  1    26    2e
fffffffffc0003ff 01 --  1    26    2f
fffffffffc0007ff 01 --  1    26    30
fffffffffc000fff 01 --  1    26    31
fffffffffc001fff 01 --  1    26    32
fffffffffc003fff 01 --  1    26    33
fffffffffc007fff 01 --  1    26    34
fffffffffc00ffff 01 --  1    26    35
fffffffffc01ffff 01 --  1    26    36
fffffffffc03ffff 01 --  1    26    37
fffffffffc07ffff 01 --  1    26    38
fffffffffc0fffff 01 --  1    26    39
fffffffffc1fffff 01 --  1    26    3a
fffffffffc3fffff 01 --  1    26    3b
fffffffffc7fffff 01 --  1    26    3c
fffffffffcffffff 01 --  1    26    3d
fffffffffdffffff 01 --  1    26    3e
fffffffffe000000 01 --  1    27    26
fffffffffe000001 01 --  1    27    27
fffffffffe000003 01 --  1    27    28
fffffffffe000007 01 --  1    27    29
fffffffffe00000f 01 --  1    27    2a
fffffffffe00001f 01 --  1    27    2b
fffffffffe00003f 01 --  1    27    2c
fffffffffe00007f 01 --  1    27    2d
fffffffffe0000ff 01 --  1    27    2e
fffffffffe0001ff 01 --  1    27    2f
fffffffffe0003ff 01 --  1    27    30
fffffffffe0007ff 01 --  1    27    31
fffffffffe000fff 01 --  1    27    32
fffffffffe001fff 01 --  1    27    33
fffffffffe003fff 01 --  1    27    34
fffffffffe007fff 01 --  1    27    35
fffffffffe00ffff 01 --  1    27    36
fffffffffe01ffff 01 --  1    27    37
fffffffffe03ffff 01 --  1    27    38
fffffffffe07ffff 01 --  1    27    39
fffffffffe0fffff 01 --  1    27    3a
fffffffffe1fffff 01 --  1    27    3b
fffffffffe3fffff 01 --  1    27    3c
fffffffffe7fffff 01 --  1    27    3d
fffffffffeffffff 01 --  1    27    3e
ffffffffff000000 01 --  1    28    27
ffffffffff000001 01 --  1    28    28
ffffffffff000003 01 --  1    28    29
ffffffffff000007 01 --  1    28    2a
ffffffffff00000f 01 --  1    28    2b
ffffffffff00001f 01 --  1    28    2c
ffffffffff00003f 01 --  1    28    2d
ffffffffff00007f 01 --  1    28    2e
ffffffffff0000ff 01 --  1    28    2f
ffffffffff0001ff 01 --  1    28    30
ffffffffff0003ff 01 --  1    28    31
ffffffffff0007ff 01 --  1    28    32
ffffffffff000fff 01 --  1    28    33
ffffffffff001fff 01 --  1    28    34
ffffffffff003fff 01 --  1    28    35
ffffffffff007fff 01 --  1    28    36
ffffffffff00ffff 01 --  1    28    37
ffffffffff01ffff 01 --  1    28    38
ffffffffff03ffff 01 --  1    28    39
ffffffffff07ffff 01 --  1    28    3a
ffffffffff0fffff 01 --  1    28    3b
ffffffffff1fffff 01 --  1    28    3c
ffffffffff3fffff 01 --  1    28    3d
ffffffffff7fffff 01 --  1    28    3e
ffffffffff800000 01 --  1    29    28
ffffffffff800001 01 --  1    29    29
ffffffffff800003 01 --  1    29    2a
ffffffffff800007 01 --  1    29    2b
ffffffffff80000f 01 --  1    29    2c
